hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,arrival_date
Resort_Hotel,13,2,2,2,none,BB,Direct,Direct,0,0,0,F,F,0,No_Deposit,0,Transient,102,parking,1,2017-02-17
Resort_Hotel,33,2,5,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,41.57,none,0,2016-10-29
Resort_Hotel,138,2,8,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Contract,55.6,none,0,2015-09-24
Resort_Hotel,54,1,4,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,D,E,0,No_Deposit,0,Contract,89.84,none,0,2015-09-28
Resort_Hotel,158,2,5,3,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,99.9,none,0,2016-06-12
City_Hotel,215,1,4,2,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,103.53,none,1,2016-06-06
City_Hotel,0,1,2,1,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Contract,100,parking,1,2015-11-09
Resort_Hotel,10,2,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,52,none,1,2017-02-25
City_Hotel,55,1,0,1,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,54.05,none,1,2017-01-29
City_Hotel,4,2,5,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,97.75,none,1,2016-12-02
City_Hotel,3,1,2,1,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,86,none,1,2016-02-01
City_Hotel,198,0,1,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,98,Transient-Party,65,none,0,2016-05-20
Resort_Hotel,224,2,5,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Contract,45.9,none,0,2015-10-02
Resort_Hotel,12,1,4,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,61,parking,0,2016-03-14
Resort_Hotel,91,2,5,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,191,none,1,2016-08-15
Resort_Hotel,96,4,7,1,none,HB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,35.27,none,0,2017-03-12
Resort_Hotel,228,2,5,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,69.71,none,1,2016-09-30
City_Hotel,83,0,1,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,77,Transient-Party,112.2,none,0,2015-09-30
City_Hotel,16,2,0,2,none,BB,Direct,Direct,0,0,0,D,D,0,No_Deposit,0,Transient,104,parking,3,2016-02-14
City_Hotel,35,0,1,1,none,BB,Groups,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,130,none,0,2017-05-10
Resort_Hotel,96,4,7,2,none,HB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,50.55,none,0,2017-03-12
Resort_Hotel,44,2,2,2,none,BB,Direct,Direct,0,0,0,E,E,1,No_Deposit,0,Transient,145,none,0,2015-07-18
City_Hotel,282,0,3,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,48,Transient-Party,73.33,none,1,2016-06-09
City_Hotel,39,0,1,2,none,SC,Online_TA,TA/TO,0,0,0,A,B,0,No_Deposit,0,Transient,125.1,none,1,2016-09-08
Resort_Hotel,38,0,3,2,none,BB,Direct,Direct,0,0,0,F,F,0,No_Deposit,0,Transient,212,parking,1,2016-07-12
Resort_Hotel,222,1,1,2,none,HB,Groups,TA/TO,0,0,0,A,F,0,No_Deposit,0,Transient-Party,80,none,0,2015-09-14
City_Hotel,0,0,2,2,none,BB,Online_TA,TA/TO,0,0,0,D,A,0,No_Deposit,0,Transient,165,none,1,2016-08-17
City_Hotel,145,2,4,1,none,BB,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient,69.56,none,0,2016-04-29
Resort_Hotel,207,3,7,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,65.45,none,0,2015-10-05
City_Hotel,94,1,1,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,139.5,none,1,2017-05-22
City_Hotel,80,1,0,2,none,BB,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,97.02,none,1,2017-04-24
Resort_Hotel,21,0,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,38.4,none,2,2015-11-24
Resort_Hotel,0,0,3,2,none,BB,Direct,Direct,0,0,0,G,G,1,No_Deposit,0,Transient,157,parking,0,2017-05-03
City_Hotel,257,0,2,1,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient,80,none,0,2015-07-01
City_Hotel,46,1,1,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,62,none,0,2015-08-17
City_Hotel,4,2,0,1,none,BB,Aviation,Corporate,1,0,1,A,E,0,No_Deposit,0,Transient,150,none,0,2017-05-21
Resort_Hotel,2,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,66,none,2,2016-01-15
City_Hotel,3,1,2,2,none,BB,Corporate,Corporate,0,0,0,A,A,0,No_Deposit,0,Transient,123,none,0,2015-10-19
Resort_Hotel,0,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,48,none,0,2016-03-29
City_Hotel,63,0,3,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,60,none,0,2015-09-02
Resort_Hotel,105,2,4,2,none,Undefined,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,65,Transient-Party,69,none,0,2015-11-18
Resort_Hotel,231,0,3,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,81,none,2,2016-06-15
City_Hotel,47,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,95.4,none,1,2017-02-08
Resort_Hotel,32,2,5,2,none,BB,Direct,Direct,0,0,0,F,F,0,No_Deposit,0,Transient,121,parking,1,2016-05-18
Resort_Hotel,61,0,1,1,none,BB,Online_TA,Direct,1,0,3,A,C,0,No_Deposit,0,Transient-Party,75,parking,0,2016-12-30
City_Hotel,19,0,2,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,139,none,0,2016-07-27
City_Hotel,213,1,2,2,none,BB,Online_TA,TA/TO,0,0,0,D,A,0,No_Deposit,0,Transient,180,none,3,2017-08-04
Resort_Hotel,0,0,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,192.5,none,1,2017-07-28
Resort_Hotel,3,1,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,90.9,parking,0,2015-07-03
Resort_Hotel,214,2,5,1,none,HB,Groups,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,41.6,none,0,2017-03-24
Resort_Hotel,43,1,4,3,none,BB,Online_TA,TA/TO,0,0,0,A,A,3,No_Deposit,0,Transient,224,none,1,2017-07-12
City_Hotel,16,0,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,139,none,1,2017-07-21
City_Hotel,289,0,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,0,none,0,2015-10-17
Resort_Hotel,243,2,5,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient,51.85,none,0,2016-09-19
Resort_Hotel,26,0,1,2,none,BB,Direct,Direct,0,0,0,E,E,2,No_Deposit,0,Transient,65,none,1,2016-01-02
Resort_Hotel,0,1,0,1,none,BB,Direct,Direct,1,0,0,A,A,0,No_Deposit,0,Transient,68,none,0,2017-04-03
City_Hotel,227,3,9,2,none,BB,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,76.5,none,3,2015-08-17
Resort_Hotel,84,2,5,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Contract,80,none,0,2015-10-01
Resort_Hotel,386,2,3,2,none,BB,Groups,Corporate,0,0,0,A,A,2,No_Deposit,0,Transient-Party,55,none,0,2016-10-20
City_Hotel,133,0,4,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,124,none,0,2017-04-19
City_Hotel,2,1,2,2,none,HB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,145.67,none,2,2016-06-13
City_Hotel,39,0,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,65,none,1,2016-12-27
Resort_Hotel,17,1,0,2,none,BB,Groups,Direct,1,0,1,A,A,0,No_Deposit,0,Transient,66,parking,0,2016-10-30
Resort_Hotel,216,1,3,2,none,BB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,194,none,1,2017-07-24
Resort_Hotel,56,2,5,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,D,E,0,No_Deposit,0,Contract,72.75,none,0,2016-05-05
City_Hotel,33,0,5,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,157.14,parking,1,2016-03-22
City_Hotel,5,2,3,2,none,HB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,116.62,none,2,2017-01-07
Resort_Hotel,1,0,2,2,none,BB,Direct,Direct,0,0,0,D,D,0,No_Deposit,0,Transient,61,parking,0,2016-02-19
City_Hotel,27,2,1,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,150,none,1,2016-11-12
City_Hotel,53,1,3,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,140,none,0,2017-06-15
City_Hotel,118,0,1,3,none,BB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,189,none,0,2017-06-24
City_Hotel,36,0,1,1,none,SC,Online_TA,TA/TO,0,0,1,A,A,0,No_Deposit,0,Group,102.6,none,2,2016-10-13
Resort_Hotel,143,1,1,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,41.4,none,1,2016-02-08
City_Hotel,5,1,1,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,110,none,0,2017-05-22
City_Hotel,4,1,0,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,0,none,1,2015-10-04
City_Hotel,97,1,2,2,none,BB,Online_TA,TA/TO,0,0,0,B,B,0,No_Deposit,0,Transient-Party,68.65,none,2,2015-10-19
City_Hotel,71,1,0,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,146.7,parking,2,2016-07-24
City_Hotel,63,1,3,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,3,No_Deposit,0,Transient,99.45,none,2,2017-02-27
Resort_Hotel,44,2,8,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,108.97,none,0,2017-06-22
City_Hotel,262,1,4,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,89.1,none,1,2017-07-26
City_Hotel,0,0,0,2,none,HB,Offline_TA/TO,TA/TO,1,0,0,A,A,0,No_Deposit,0,Transient,0,none,0,2016-05-17
Resort_Hotel,201,3,8,2,none,BB,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,0,Transient-Party,46.98,none,2,2016-05-16
Resort_Hotel,47,2,3,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,52.56,none,0,2016-04-17
City_Hotel,103,2,5,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,89,none,0,2017-08-16
Resort_Hotel,1,0,1,1,none,BB,Direct,Direct,0,0,1,A,E,0,No_Deposit,0,Transient-Party,30,parking,0,2016-01-14
City_Hotel,113,2,5,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,98.9,none,2,2017-04-22
Resort_Hotel,0,1,0,2,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,176,none,0,2017-08-20
Resort_Hotel,172,2,5,2,none,BB,Direct,Direct,0,0,0,D,D,0,No_Deposit,0,Transient,205,none,2,2017-08-24
City_Hotel,11,2,2,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,88.5,none,0,2015-10-23
Resort_Hotel,90,2,5,2,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,127,none,0,2017-06-28
City_Hotel,0,0,1,2,none,BB,Complementary,Direct,0,0,0,D,F,0,No_Deposit,0,Transient,0,none,1,2017-02-21
Resort_Hotel,48,0,3,3,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,49.9,none,1,2017-01-26
City_Hotel,159,0,4,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,111,Transient-Party,70.5,none,0,2015-12-29
Resort_Hotel,15,2,1,2,none,BB,Online_TA,TA/TO,0,0,0,E,E,1,No_Deposit,0,Transient,93.67,none,1,2016-04-23
Resort_Hotel,249,1,0,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,78,none,0,2016-09-25
City_Hotel,289,0,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,67,none,0,2015-10-17
Resort_Hotel,26,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,48,none,1,2016-01-30
City_Hotel,211,1,5,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,85,none,0,2017-08-15
Resort_Hotel,207,1,3,1,none,HB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,113,Transient-Party,44,none,0,2017-02-13
City_Hotel,88,0,4,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,1,No_Deposit,0,Transient,87.3,none,0,2016-07-05
City_Hotel,2,0,2,2,none,BB,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,0,Transient,240,none,1,2017-04-28
City_Hotel,320,0,2,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,115,none,1,2016-08-18
City_Hotel,31,2,3,1,none,BB,Groups,Corporate,0,0,0,A,A,0,No_Deposit,0,Transient-Party,130,none,0,2017-05-14
Resort_Hotel,17,0,2,1,none,HB,Direct,Direct,0,0,0,D,D,0,No_Deposit,0,Transient,67,none,0,2016-02-02
Resort_Hotel,0,2,0,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,54,parking,2,2016-11-27
Resort_Hotel,146,2,8,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Contract,88.7,none,0,2017-06-13
Resort_Hotel,4,0,1,2,none,BB,Corporate,Corporate,0,0,0,A,D,0,No_Deposit,0,Transient,45,none,0,2016-02-02
Resort_Hotel,2,0,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,26,none,0,2015-12-09
City_Hotel,50,0,2,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,49,Transient-Party,85,none,0,2015-10-09
Resort_Hotel,26,1,5,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,230,none,1,2017-08-21
City_Hotel,9,1,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,159,parking,2,2016-08-15
City_Hotel,405,0,2,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,114.4,none,0,2017-07-04
Resort_Hotel,77,0,5,2,none,BB,Direct,Direct,0,0,0,A,A,1,No_Deposit,0,Transient,80,none,1,2017-05-23
Resort_Hotel,139,2,8,2,none,HB,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient,88,none,0,2016-04-13
Resort_Hotel,7,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,36.96,none,1,2016-03-29
City_Hotel,18,1,1,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,120,none,1,2017-05-22
City_Hotel,135,2,1,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,62,none,0,2015-12-05
City_Hotel,41,0,2,1,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,0,none,0,2015-08-12
Resort_Hotel,22,1,3,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,39.33,none,0,2015-11-05
City_Hotel,10,1,1,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,95,none,1,2017-03-27
City_Hotel,1,0,1,1,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,133,none,2,2016-06-28
City_Hotel,0,0,2,1,none,BB,Corporate,Corporate,1,0,1,A,A,0,No_Deposit,0,Transient,65,none,0,2016-05-04
Resort_Hotel,12,1,0,1,none,BB,Corporate,Corporate,0,0,0,A,D,0,No_Deposit,0,Transient,30,none,0,2016-03-14
City_Hotel,68,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,135,none,0,2017-04-20
City_Hotel,1,0,1,2,none,BB,Corporate,Corporate,0,0,0,A,D,0,No_Deposit,0,Transient-Party,85,none,0,2015-09-29
City_Hotel,59,2,2,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,62,none,0,2016-02-06
City_Hotel,75,0,4,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,98.1,none,0,2017-03-29
City_Hotel,36,0,1,1,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,72.9,none,1,2016-02-24
City_Hotel,4,0,1,1,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,80,none,0,2017-01-14
Resort_Hotel,1,0,1,1,none,BB,Direct,Direct,0,0,0,A,D,0,No_Deposit,0,Transient,40,none,0,2016-03-08
City_Hotel,25,0,2,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,130,none,1,2017-07-14
Resort_Hotel,5,1,0,1,none,BB,Offline_TA/TO,TA/TO,1,0,1,A,C,0,No_Deposit,0,Group,60,none,0,2017-05-22
City_Hotel,247,1,1,1,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,90,none,0,2016-06-06
City_Hotel,4,0,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,70,none,0,2016-12-16
City_Hotel,21,1,3,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,70,none,0,2017-03-16
Resort_Hotel,181,2,2,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,29,none,0,2017-03-19
City_Hotel,2,1,0,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,89,none,2,2016-05-09
City_Hotel,4,0,4,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,146,none,1,2016-06-07
Resort_Hotel,27,1,3,4,none,HB,Direct,Direct,0,0,0,H,H,0,No_Deposit,0,Transient,256.5,none,0,2015-08-31
Resort_Hotel,0,1,0,1,none,BB,Corporate,Corporate,1,0,1,A,D,0,No_Deposit,0,Transient,35,none,0,2017-03-20
City_Hotel,148,1,3,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,119,none,2,2017-02-27
City_Hotel,35,1,2,2,none,BB,Direct,Direct,0,0,0,D,D,0,No_Deposit,0,Transient,155,none,3,2016-11-04
Resort_Hotel,1,1,1,2,none,BB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,85,none,1,2016-04-04
City_Hotel,3,0,1,3,none,BB,Online_TA,TA/TO,0,0,0,D,E,0,No_Deposit,0,Transient,157.27,none,1,2016-10-15
City_Hotel,86,0,2,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,B,0,No_Deposit,0,Transient-Party,105,none,0,2015-09-24
Resort_Hotel,14,0,3,1,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,34.4,none,0,2017-01-25
Resort_Hotel,385,1,4,2,none,BB,Groups,Corporate,0,0,0,A,A,1,No_Deposit,0,Transient-Party,49,none,0,2016-10-19
City_Hotel,91,2,2,3,none,BB,Online_TA,TA/TO,0,0,0,E,E,2,No_Deposit,0,Transient,178.5,none,4,2017-04-02
Resort_Hotel,29,2,0,2,none,BB,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,48,none,1,2016-02-21
Resort_Hotel,33,4,9,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,54,none,0,2016-11-20
Resort_Hotel,0,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,74,none,0,2016-04-20
City_Hotel,116,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,F,0,No_Deposit,0,Transient,105.3,none,1,2016-05-18
City_Hotel,152,2,2,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,80.75,none,1,2016-07-01
Resort_Hotel,154,1,3,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,160,none,0,2016-07-18
City_Hotel,40,2,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,38.67,none,0,2015-12-26
City_Hotel,93,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,155,none,2,2017-08-09
City_Hotel,20,1,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,116,none,1,2017-06-05
City_Hotel,241,0,2,3,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,116.1,none,1,2017-06-09
Resort_Hotel,0,0,1,2,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,38,none,0,2016-10-29
City_Hotel,92,0,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,90,none,0,2016-11-11
Resort_Hotel,89,2,5,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,43.76,none,0,2016-05-05
City_Hotel,122,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,68,none,0,2016-12-08
City_Hotel,1,0,2,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,149,none,1,2016-10-28
Resort_Hotel,0,0,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,G,0,No_Deposit,0,Transient,58.8,parking,0,2016-10-27
Resort_Hotel,288,2,5,3,none,BB,Direct,Direct,0,0,0,D,D,0,No_Deposit,0,Transient,125.6,none,0,2017-06-23
City_Hotel,2,2,2,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,157.25,none,0,2017-05-21
City_Hotel,98,1,5,1,none,BB,Groups,TA/TO,0,0,0,A,A,3,No_Deposit,0,Transient-Party,70,none,0,2015-11-23
City_Hotel,168,0,2,1,none,BB,Groups,TA/TO,0,0,0,A,D,1,No_Deposit,0,Transient-Party,50,none,0,2015-09-11
City_Hotel,230,2,3,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,80.75,none,0,2016-06-19
City_Hotel,72,2,1,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,160,none,1,2017-08-13
City_Hotel,3,0,1,1,none,BB,Corporate,Corporate,1,0,6,A,A,0,No_Deposit,0,Transient,65,none,1,2016-11-24
City_Hotel,36,1,4,2,none,BB,Online_TA,TA/TO,0,0,0,B,B,0,No_Deposit,0,Transient,81.62,none,1,2015-10-21
City_Hotel,47,2,0,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,83.16,none,2,2016-10-02
City_Hotel,151,1,2,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,100.5,none,1,2016-08-05
City_Hotel,9,2,5,2,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,116.45,none,0,2016-07-07
Resort_Hotel,236,0,3,2,none,BB,Groups,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient-Party,54,parking,0,2016-05-12
City_Hotel,50,0,4,1,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,0,none,0,2015-08-25
City_Hotel,16,0,2,1,none,BB,Corporate,TA/TO,0,0,0,D,D,1,No_Deposit,0,Transient-Party,76,none,0,2016-03-08
Resort_Hotel,104,2,8,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,43,none,0,2016-04-28
City_Hotel,11,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,143.2,none,0,2016-09-29
City_Hotel,116,2,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,89.1,none,0,2017-05-07
City_Hotel,42,2,1,2,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,69.5,none,0,2016-02-20
City_Hotel,504,2,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,112.67,none,1,2017-08-12
City_Hotel,396,2,0,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,122.4,none,1,2017-06-25
Resort_Hotel,13,2,0,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,57,parking,0,2016-03-27
City_Hotel,46,0,1,1,none,BB,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,86.4,none,2,2016-11-23
City_Hotel,190,1,4,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,95,none,0,2016-06-22
City_Hotel,1,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,199,none,1,2017-08-22
City_Hotel,0,0,2,1,none,BB,Aviation,Corporate,0,0,0,D,D,0,No_Deposit,0,Transient,95,none,1,2017-01-17
Resort_Hotel,71,1,1,2,none,BB,Online_TA,TA/TO,0,0,0,H,H,1,No_Deposit,0,Transient,167,parking,1,2016-09-12
